title,href,area,exp_0,exp_1,exp_2,exp_3,exp_4,exp_5,2009,2010,2011,2012,2013,2014,2015,2016
钳工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%92%B3%E5%B7%A5/,"
技工类

♦
♦

",3500,4530,4540,5560,5690,,2257,2440,2985,3194,3565,3806,4354,4544
生产工人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%9F%E4%BA%A7%E5%B7%A5%E4%BA%BA/,"
技工类

♦
♦

",3750,3570,4080,,,,1385,2495,2289,2582,3161,2999,3183,3651
维修工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BB%B4%E4%BF%AE%E5%B7%A5/,"
技工类

♦
♦

",4170,4650,4750,5670,5060,,1957,2393,2977,3064,3391,3331,4373,4765
氩弧焊工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B0%A9%E5%BC%A7%E7%84%8A%E5%B7%A5/,"
技工类

♦
♦

",,,,,,,3749,2341,2249,3333,2000,6999,8056,3749
叉车司机,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%8F%89%E8%BD%A6%E5%8F%B8%E6%9C%BA/,"
技工类

♦
♦

",5000,3710,3750,3990,,,2208,2430,2632,3763,3546,3155,3499,6156
喷漆工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%96%B7%E6%BC%86%E5%B7%A5/,"
技工类

♦
♦

",,,,,,,,,,,,,,
生产操作工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%9F%E4%BA%A7%E6%93%8D%E4%BD%9C%E5%B7%A5/,"
技工类

♦
♦

",3330,3490,4410,,,,1875,2199,3086,2729,3484,3055,3418,3933
空调工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%A9%BA%E8%B0%83%E5%B7%A5/,"
技工类

♦
♦

",4370,3760,3780,4000,4110,,1959,2491,2889,2753,3124,3098,3396,3786
装配工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%A3%85%E9%85%8D%E5%B7%A5/,"
技工类

♦
♦

",4170,4370,4340,8540,13500,,1926,2081,2476,2681,2927,3301,4070,4211
技工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%8A%80%E5%B7%A5/,"
技工类

♦
♦

",4100,3800,3920,4620,,,1953,2303,2847,2956,3287,3291,3673,3960
水电工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B0%B4%E7%94%B5%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
技工类

♦
♦

",4860,7400,7900,9360,,,3427,3476,4757,4923,5702,7066,7675,7902
弱电工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%BC%B1%E7%94%B5%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
技工类

♦
♦

",4520,5980,7290,9530,10790,,2836,4159,4935,4222,5204,6469,7266,7531
暖通工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%9A%96%E9%80%9A%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
技工类

♦
♦

",4620,6140,7550,8760,10500,,3436,3699,5695,5415,6611,6851,7942,7845
油漆工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B2%B9%E6%BC%86%E5%B7%A5/,"
技工类

♦
♦

",6290,6430,4000,7000,,,1700,2887,3232,3705,4726,5155,4281,6697
电气设计师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E6%B0%94%E8%AE%BE%E8%AE%A1%E5%B8%88/,"
技工类

♦
♦

",5000,7370,10530,15790,,,1666,4172,4974,6044,6686,8914,10529,10182
弱电技工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%BC%B1%E7%94%B5%E6%8A%80%E5%B7%A5/,"
技工类

♦
♦

",3550,3700,5000,5000,,,2199,1749,2713,2727,3410,3677,3225,3502
强电技工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%BC%BA%E7%94%B5%E6%8A%80%E5%B7%A5/,"
技工类

♦
♦

",3650,3630,5000,3400,,,2099,2749,2395,2674,2982,3018,3778,3460
技术员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%8A%80%E6%9C%AF%E5%91%98/,"
技工类

♦
♦

",4300,4890,5520,7270,7180,,2426,2492,3494,3382,3756,4167,4611,5214
机修工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%9C%BA%E4%BF%AE%E5%B7%A5/,"
技工类

♦
♦

",2500,4950,5770,5810,7250,,2790,2343,3781,3812,4182,4484,4630,5366
水暖工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B0%B4%E6%9A%96%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
技工类

♦
♦

",3750,7200,8470,9610,11260,,3174,4999,5849,7126,6721,8361,10114,8543
电梯维修工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E6%A2%AF%E7%BB%B4%E4%BF%AE%E5%B7%A5/,"
技工类

♦
♦

",3750,3810,3830,,,,1750,2279,2999,2864,2937,2999,3799,3854
组装工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BB%84%E8%A3%85%E5%B7%A5/,"
技工类

♦
♦

",,,,,,,,,,,,,,
项目经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%A1%B9%E7%9B%AE%E7%BB%8F%E7%90%86/,"
技工类

♦
♦

",5330,8310,11080,13550,15180,,5476,5191,7184,7216,7631,9289,11296,11187
叉车工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%8F%89%E8%BD%A6%E5%B7%A5/,"
技工类

♦
♦

",,,,,,,,,,,,,,
学徒工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AD%A6%E5%BE%92%E5%B7%A5/,"
技工类

♦
♦

",1910,3200,4520,,,,1720,1902,2160,2542,2973,3600,3122,5481
机械工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%9C%BA%E6%A2%B0%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
技工类

♦
♦

",5060,6700,8000,9360,10920,,3723,3249,4421,5062,4966,6869,7707,8144
电梯工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E6%A2%AF%E5%B7%A5/,"
技工类

♦
♦

",3870,3950,,,,,1714,2144,2919,2690,3312,3213,3759,4023
综合维修,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BB%BC%E5%90%88%E7%BB%B4%E4%BF%AE/,"
技工类

♦
♦

",3750,3570,3820,4820,4210,,1661,2145,2669,2705,3111,3101,3489,3743
钣金技师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%92%A3%E9%87%91%E6%8A%80%E5%B8%88/,"
技工类

♦
♦

",6890,6740,7300,8000,,,,,2999,4999,4885,5110,4888,6999
强电工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%BC%BA%E7%94%B5%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
技工类

♦
♦

",5740,8250,7530,9810,,,5249,5832,6463,7856,7427,9776,7733,8450
生产工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%9F%E4%BA%A7%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
技工类

♦
♦

",4500,5550,7420,11580,12110,,2936,3044,4855,4095,4795,5665,5733,7045
电气设计工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E6%B0%94%E8%AE%BE%E8%AE%A1%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
技工类

♦
♦

",4870,6390,7630,10940,11340,,1999,4186,5053,4239,7557,9499,8488,8116
电焊工,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E7%84%8A%E5%B7%A5/,"
技工类

♦
♦

",9500,3750,5400,5530,,,2414,2560,3003,3610,3834,6731,3892,7324
车间工人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%BD%A6%E9%97%B4%E5%B7%A5%E4%BA%BA/,"
技工类

♦
♦

",3510,4020,,,,,1738,2074,2478,2895,3183,2977,3173,4066
喷漆技师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%96%B7%E6%BC%86%E6%8A%80%E5%B8%88/,"
技工类

♦
♦

",1750,6030,6840,7040,7000,,2999,2249,5285,4541,6249,6707,7476,6885
工程主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B7%A5%E7%A8%8B%E4%B8%BB%E7%AE%A1/,"
技工类

♦
♦

",4500,6800,7580,9700,11140,,3402,4255,5038,4882,6954,6047,7838,7658
暖通设计师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%9A%96%E9%80%9A%E8%AE%BE%E8%AE%A1%E5%B8%88/,"
技工类

♦
♦

",3750,6460,7480,12120,15540,,2500,5610,6132,6130,5175,7877,7655,7785
法务专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%8A%A1%E4%B8%93%E5%91%98/,"
法律类

♦
♦

",5850,6800,7800,8660,7630,,3030,3110,4483,4794,4077,5336,7128,7308
法务经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%8A%A1%E7%BB%8F%E7%90%86/,"
法律类

♦
♦

",9000,10160,14150,17620,18770,,15280,5249,11078,9536,10874,8317,13904,14616
法务主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%8A%A1%E4%B8%BB%E7%AE%A1/,"
法律类

♦
♦

",5250,8950,10870,11600,12330,,5061,4124,6587,7044,6186,7505,10286,10564
法务助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%8A%A1%E5%8A%A9%E7%90%86/,"
法律类

♦
♦

",4830,5840,7220,18330,18090,,3249,2583,4037,4098,4272,5707,5533,6156
律师助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%BE%8B%E5%B8%88%E5%8A%A9%E7%90%86/,"
法律类

♦
♦

",5510,5250,5650,7000,,,2499,2826,3606,3780,3884,4674,6153,5952
法务,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%8A%A1/,"
法律类

♦
♦

",4790,7140,10240,15310,21440,,3530,2443,5624,5129,4688,6601,8483,9514
专利代理人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%B8%93%E5%88%A9%E4%BB%A3%E7%90%86%E4%BA%BA/,"
法律类

♦
♦

",6940,10250,12450,20030,17120,,1500,3499,4049,7694,8067,7814,10315,10432
律师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%BE%8B%E5%B8%88/,"
法律类

♦
♦

",5230,7300,10660,20420,17800,,2471,4763,4852,4547,4329,6334,8163,8079
商标代理人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%95%86%E6%A0%87%E4%BB%A3%E7%90%86%E4%BA%BA/,"
法律类

♦
♦

",5150,6660,8640,15560,8600,,2416,2311,2811,3280,4514,3774,5871,6929
法务总监,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%8A%A1%E6%80%BB%E7%9B%91/,"
法律类

♦
♦

",11800,24050,21090,31340,,,24999,3553,20499,11799,11899,21578,21591,20660
专利工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%B8%93%E5%88%A9%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
法律类

♦
♦

",4190,10010,10880,17280,17190,,4499,2000,4399,6720,6999,5724,10123,9270
商标代理人助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%95%86%E6%A0%87%E4%BB%A3%E7%90%86%E4%BA%BA%E5%8A%A9%E7%90%86/,"
法律类

♦
♦

",5210,4870,5550,,,,3749,2000,2999,2624,2999,3387,5086,5381
实习律师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%9E%E4%B9%A0%E5%BE%8B%E5%B8%88/,"
法律类

♦
♦

",3300,4550,4380,,,,,,,,,,,
提成律师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%8F%90%E6%88%90%E5%BE%8B%E5%B8%88/,"
法律类

♦
♦

",13300,13080,26840,34290,,,3499,4499,9624,6863,4249,6624,9111,10713
专职律师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%B8%93%E8%81%8C%E5%BE%8B%E5%B8%88/,"
法律类

♦
♦

",7740,10960,16430,12550,,,,,,,,,,
工薪律师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B7%A5%E8%96%AA%E5%BE%8B%E5%B8%88/,"
法律类

♦
♦

",7000,8560,10650,18190,17500,,4000,3499,4449,5412,5749,7561,10950,11062
法律顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%BE%8B%E9%A1%BE%E9%97%AE/,"
法律类

♦
♦

",5670,9440,11640,14050,19770,,5610,2415,8374,5738,4939,8610,11423,11240
专利代理人助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%B8%93%E5%88%A9%E4%BB%A3%E7%90%86%E4%BA%BA%E5%8A%A9%E7%90%86/,"
法律类

♦
♦

",6970,7180,7060,27500,,,2999,2897,4082,8375,8570,3599,7666,7855
高级法务经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E7%BA%A7%E6%B3%95%E5%8A%A1%E7%BB%8F%E7%90%86/,"
法律类

♦
♦

",19460,19740,22900,,,,2499,3762,2750,11099,12499,13135,18666,19088
合规专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%90%88%E8%A7%84%E4%B8%93%E5%91%98/,"
法律类

♦
♦

",5250,6660,7590,7830,18750,,2499,5249,5000,3749,5272,5061,6037,7217
知识产权顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%9F%A5%E8%AF%86%E4%BA%A7%E6%9D%83%E9%A1%BE%E9%97%AE/,"
法律类

♦
♦

",6220,7420,8760,24440,25830,,3231,2999,2499,5066,3832,5690,6349,7791
国内专利代理人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%9B%BD%E5%86%85%E4%B8%93%E5%88%A9%E4%BB%A3%E7%90%86%E4%BA%BA/,"
法律类

♦
♦

",7100,10450,12570,18850,17500,,,,,,,,,
涉外商标代理人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B6%89%E5%A4%96%E5%95%86%E6%A0%87%E4%BB%A3%E7%90%86%E4%BA%BA/,"
法律类

♦
♦

",4870,7930,11230,19070,,,3749,1499,19333,3541,4332,4999,7637,8464
法务实习生,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%8A%A1%E5%AE%9E%E4%B9%A0%E7%94%9F/,"
法律类

♦
♦

",2440,2250,5000,,,,,,,,,,,
知识产权专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%9F%A5%E8%AF%86%E4%BA%A7%E6%9D%83%E4%B8%93%E5%91%98/,"
法律类

♦
♦

",4500,5900,8340,16670,,,2499,4034,8999,4133,4922,4665,7441,7406
公司法务,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%85%AC%E5%8F%B8%E6%B3%95%E5%8A%A1/,"
法律类

♦
♦

",4800,7140,10250,15310,21450,,,,,,,,,
涉外专利代理人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B6%89%E5%A4%96%E4%B8%93%E5%88%A9%E4%BB%A3%E7%90%86%E4%BA%BA/,"
法律类

♦
♦

",10480,13500,35000,,,,2832,2949,4915,4490,3832,5672,12083,10776
知识产权律师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%9F%A5%E8%AF%86%E4%BA%A7%E6%9D%83%E5%BE%8B%E5%B8%88/,"
法律类

♦
♦

",8870,10790,16110,,,,,,,,,,,
执业律师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%89%A7%E4%B8%9A%E5%BE%8B%E5%B8%88/,"
法律类

♦
♦

",5250,8010,10710,33500,33800,,14374,7399,4999,7291,3499,7582,9772,11962
授薪律师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%8E%88%E8%96%AA%E5%BE%8B%E5%B8%88/,"
法律类

♦
♦

",5000,7870,,,,,1750,24999,4166,4187,4999,6999,11499,8302
法务顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%8A%A1%E9%A1%BE%E9%97%AE/,"
法律类

♦
♦

",6670,8990,12430,16060,15810,,3166,3250,8833,6656,4852,6453,9468,10795
法务高级经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B3%95%E5%8A%A1%E9%AB%98%E7%BA%A7%E7%BB%8F%E7%90%86/,"
法律类

♦
♦

",19460,19740,22900,,,,5124,4074,1500,4249,8561,9000,18666,19088
涉外商标代理人助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B6%89%E5%A4%96%E5%95%86%E6%A0%87%E4%BB%A3%E7%90%86%E4%BA%BA%E5%8A%A9%E7%90%86/,"
法律类

♦
♦

",5250,5170,9000,,,,,,,,,,,
资深专利代理人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%B5%84%E6%B7%B1%E4%B8%93%E5%88%A9%E4%BB%A3%E7%90%86%E4%BA%BA/,"
法律类

♦
♦

",15000,14410,18850,17500,,,,,,,,,,
合伙人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%90%88%E4%BC%99%E4%BA%BA/,"
法律类

♦
♦

",6750,10710,14020,16700,32030,,,,,,,,,
合规主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%90%88%E8%A7%84%E4%B8%BB%E7%AE%A1/,"
法律类

♦
♦

",9570,10250,12470,15250,,,1999,2499,3791,25000,5500,12499,10266,10099
商标流程专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%95%86%E6%A0%87%E6%B5%81%E7%A8%8B%E4%B8%93%E5%91%98/,"
法律类

♦
♦

",4630,5010,5000,,,,,,,,,,,
实习生,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%9E%E4%B9%A0%E7%94%9F/,"
法律类

♦
♦

",2920,4070,5230,9000,3000,,,,,,,,,
合规经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%90%88%E8%A7%84%E7%BB%8F%E7%90%86/,"
法律类

♦
♦

",12170,15920,15110,19990,,,7999,2499,22500,8166,12082,5999,15072,13249
商标律师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%95%86%E6%A0%87%E5%BE%8B%E5%B8%88/,"
法律类

♦
♦

",5250,7640,10710,20000,,,,,,,,,,
文员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%87%E5%91%98/,"
法律类

♦
♦

",4090,4090,4350,4410,5000,,2101,2403,2724,2929,3356,3242,4021,4469
电学专利代理人,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E5%AD%A6%E4%B8%93%E5%88%A9%E4%BB%A3%E7%90%86%E4%BA%BA/,"
法律类

♦
♦

",6500,12570,14700,20450,27500,,,,,,,,,
知识产权主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%9F%A5%E8%AF%86%E4%BA%A7%E6%9D%83%E4%B8%BB%E7%AE%A1/,"
法律类

♦
♦

",7460,7460,8000,7000,,,,,,,,,,
风控经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%A3%8E%E6%8E%A7%E7%BB%8F%E7%90%86/,"
法律类

♦
♦

",11640,15330,16950,20290,,,7306,5374,9833,8329,8766,8619,15060,15410
咨询顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%92%A8%E8%AF%A2%E9%A1%BE%E9%97%AE/,"
咨询/顾问类

♦
♦

",6600,8290,11270,16000,20520,7600,3888,3117,5707,5306,5691,7152,8163,8793
项目经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%A1%B9%E7%9B%AE%E7%BB%8F%E7%90%86/,"
咨询/顾问类

♦
♦

",5330,8310,11080,13550,15180,,5476,5191,7184,7216,7631,9289,11296,11187
课程顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%AF%BE%E7%A8%8B%E9%A1%BE%E9%97%AE/,"
咨询/顾问类

♦
♦

",7000,7940,8340,14270,9000,,3597,3368,4802,4763,5453,5874,7431,8202
系统策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%B3%BB%E7%BB%9F%E7%AD%96%E5%88%92/,"
咨询/顾问类

♦
♦

",8890,11780,14640,14000,,,2268,3874,5457,6249,6499,8135,11099,10972
数值策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%B0%E5%80%BC%E7%AD%96%E5%88%92/,"
咨询/顾问类

♦
♦

",5560,10890,13080,33130,19000,,4193,4357,5343,7430,7705,9666,12042,12313
咨询师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%92%A8%E8%AF%A2%E5%B8%88/,"
咨询/顾问类

♦
♦

",6100,7750,9690,11840,15830,,3350,3416,4847,5055,5571,6866,7824,8254
咨询经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%92%A8%E8%AF%A2%E7%BB%8F%E7%90%86/,"
咨询/顾问类

♦
♦

",10670,11240,12540,15540,16520,,4921,6941,8162,7799,7339,9225,13263,12448
研究员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%A0%94%E7%A9%B6%E5%91%98/,"
咨询/顾问类

♦
♦

",6790,8040,10750,16950,18410,,,,,,,,,
咨询主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%92%A8%E8%AF%A2%E4%B8%BB%E7%AE%A1/,"
咨询/顾问类

♦
♦

",9780,10560,14320,14510,,,4489,4299,5300,6770,7238,8146,8998,9225
游戏策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B8%B8%E6%88%8F%E7%AD%96%E5%88%92/,"
咨询/顾问类

♦
♦

",4330,8220,11280,17250,17330,,5499,4180,6778,6205,6330,8093,10024,9990
项目助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%A1%B9%E7%9B%AE%E5%8A%A9%E7%90%86/,"
咨询/顾问类

♦
♦

",4390,5360,6190,10620,11560,,3061,2342,3620,3800,4081,4328,5206,5480
研究经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%A0%94%E7%A9%B6%E7%BB%8F%E7%90%86/,"
咨询/顾问类

♦
♦

",4500,11730,13910,16790,17030,,8874,6582,8629,8165,8893,17202,12797,12655
关卡策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%85%B3%E5%8D%A1%E7%AD%96%E5%88%92/,"
咨询/顾问类

♦
♦

",10050,10490,18250,,,,2000,3149,4249,3915,5332,7799,10468,10989
执行策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%89%A7%E8%A1%8C%E7%AD%96%E5%88%92/,"
咨询/顾问类

♦
♦

",4370,5940,7210,15950,12000,,4749,2749,3639,4316,4367,4941,6456,6320
高级咨询顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E7%BA%A7%E5%92%A8%E8%AF%A2%E9%A1%BE%E9%97%AE/,"
咨询/顾问类

♦
♦

",8330,11670,14510,17700,20280,,2811,3207,8737,7709,8011,9299,14026,14189
剧情策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%89%A7%E6%83%85%E7%AD%96%E5%88%92/,"
咨询/顾问类

♦
♦

",8890,10310,9000,,,,5441,3749,5562,3749,5599,5999,9320,9105
咨询助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%92%A8%E8%AF%A2%E5%8A%A9%E7%90%86/,"
咨询/顾问类

♦
♦

",4580,5660,7040,5200,,,2699,3459,3667,4050,4989,5546,4671,5859
咨询项目经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%92%A8%E8%AF%A2%E9%A1%B9%E7%9B%AE%E7%BB%8F%E7%90%86/,"
咨询/顾问类

♦
♦

",7000,10470,12590,14370,14890,,5332,8165,8870,10196,8749,10450,11681,11562
电话销售,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E8%AF%9D%E9%94%80%E5%94%AE/,"
咨询/顾问类

♦
♦

",5630,6460,7310,8400,19350,,2694,3308,3444,4620,5562,5684,6077,6559
数据分析师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90%E5%B8%88/,"
咨询/顾问类

♦
♦

",7050,9780,14090,17600,23690,,1999,8699,8241,5392,7142,9678,11488,10023
文案策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%87%E6%A1%88%E7%AD%96%E5%88%92/,"
咨询/顾问类

♦
♦

",4300,6430,7860,10700,12200,,3159,3096,4234,4354,4469,5254,7174,7340
高级研究员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E7%BA%A7%E7%A0%94%E7%A9%B6%E5%91%98/,"
咨询/顾问类

♦
♦

",9750,10640,10900,16570,12520,,4499,2124,9343,7971,6445,10817,11752,11907
留学顾问,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%95%99%E5%AD%A6%E9%A1%BE%E9%97%AE/,"
咨询/顾问类

♦
♦

",7060,8300,8440,9500,,,2468,3666,5045,5568,5602,7360,7449,8157
主策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%B8%BB%E7%AD%96%E5%88%92/,"
咨询/顾问类

♦
♦

",17270,17320,19310,18950,,,14999,7249,9055,11965,11471,13466,16286,17334
咨询总监,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%92%A8%E8%AF%A2%E6%80%BB%E7%9B%91/,"
咨询/顾问类

♦
♦

",3750,14550,18170,20830,24200,,13499,6999,9999,9550,11780,14360,17735,16928
教育咨询师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%95%99%E8%82%B2%E5%92%A8%E8%AF%A2%E5%B8%88/,"
咨询/顾问类

♦
♦

",6620,8000,10470,9000,,,4390,4082,4880,4932,5333,6716,7331,8176
游戏系统策划,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B8%B8%E6%88%8F%E7%B3%BB%E7%BB%9F%E7%AD%96%E5%88%92/,"
咨询/顾问类

♦
♦

",9320,10760,12500,12170,,,2999,5374,5249,5333,6713,8285,10546,9972
咨询员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%92%A8%E8%AF%A2%E5%91%98/,"
咨询/顾问类

♦
♦

",4250,6110,6750,,,,2273,2965,3377,3802,4708,5124,5271,6029
行业分析师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%A1%8C%E4%B8%9A%E5%88%86%E6%9E%90%E5%B8%88/,"
咨询/顾问类

♦
♦

",5110,7750,11980,13120,29690,,2000,3291,6823,5508,4764,9960,9693,8323
行业研究员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%A1%8C%E4%B8%9A%E7%A0%94%E7%A9%B6%E5%91%98/,"
咨询/顾问类

♦
♦

",6460,8790,11370,18330,28790,,3249,3249,6249,4989,3843,9832,9175,8527
